TIC,CTOI,Period (days),Transit Epoch (BJD),Notes
455006978,455006978.01,2.751,2458438.604,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
455144819,455144819.01,10.402,2459970.196,Found with LcTools
455238504,455238504.01,nan,2458505.45,WINE single transit
455854202,455854202.01,2.603,2458739.32,hot Jupiter candidate transiting evolved star
456220610,456220610.01,6.71,2458626.52,Unclear period as per light curve
456239821,456239821.01,2.177,2458814.539,"new CTOI, Montalto (2022)"
456261187,456261187.01,10.822,2458841.095,"new CTOI, Montalto (2022)"
456301013,456301013.01,0.491,2458842.43,"new CTOI, Montalto (2022)"
456302722,456302722.01,nan,2459605.066,PHT single transit. Note: possible double star system.
456311356,456311356.01,0.571,2458870.214,"new CTOI, Montalto (2022)"
456334493,456334493.01,2.538,2458870.001,"new CTOI, Montalto (2022)"
456909420,456909420.01,nan,2458779.411,PHT candidate. Single transit event.
457134361,457134361.01,8.83,2458888.03,"Camera 2, CCD 3, Column 825, Row 632, Sector 21"
457882891,457882891.01,0.969,2458928.902,"new CTOI, Montalto (2022)"
458382304,458382304.01,nan,2459562.711,Found with our in-house single transit finder; Sector 46
458419988,458419988.01,nan,2459619.956,v-shape; found with our in-house single transit finder; Sector 48
458447637,458447637.01,1.619,2458898.089,"new CTOI, Montalto (2022)"
458451774,458451774.01,0.0,2458917.19,Planet Hunters TESS candidate. Single transit event.
458484583,458484583.01,14.734,2458706.944,"new CTOI, Montalto (2022)"
458484614,458484614.01,5.82,2458713.68,All data obtained using the lightkurve framework
458645327,458645327.01,nan,2459236.248,Found with our in-house single transit finder
458647366,458647366.01,nan,2459245.188,Found with our in-house single transit finder
458653596,458653596.01,7.591,2458493.524,DTARPS 456 in Melton+  arXiv:2302.06724
458989211,458989211.01,1.565,2458815.89,"new CTOI, Montalto (2022)"
459008759,459008759.01,1.51,2458815.91,"new CTOI, Montalto (2022)"
459211741,459211741.01,11.32,2458675.276,"new CTOI, Montalto (2022)"
459218138,459218138.01,27.775,2458664.617,"new CTOI, Montalto (2022)"
459220237,459220237.01,6.035,2458680.355,"new CTOI, Montalto (2022)"
459223420,459223420.01,2.006,2458711.022,"new CTOI, Montalto (2022)"
459892063,459892063.01,0.744,2458815.705,"new CTOI, Montalto (2022)"
460016903,460016903.01,0.629,2458983.455,"new CTOI, Montalto (2022)"
460024410,460024410.01,2.117,2458597.174,Cand HJ; Theia 1172 (KC19). Cluster existence questionable.
460950389,460950389.01,2.862,2458572.224,"new CTOI likely member of IC 2602      , PATHOS-31 in Nardiello et al. (2020)"
461156158,461156158.01,2.902,2458543.605,"new CTOI, Montalto (2022)"
461157517,461157517.01,9.092,2460017.875,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
461201151,461201151.01,3.191,2458570.18,"new CTOI, Montalto (2022)"
461651566,461651566.01,2.371,2458840.899,"new CTOI, Montalto (2022)"
461653423,461653423.01,7.819,2458842.055,"new CTOI, Montalto (2022)"
461676679,461676679.01,1.333,2458841.285,"new CTOI, Montalto (2022)"
462004618,462004618.01,2.367,2458544.599,"new CTOI likely member of NGC 3114     , PATHOS-32 in Nardiello et al. (2020)"
462516465,462516465.01,13.533,2458840.38,"new CTOI, Montalto (2022)"
462648313,462648313.01,4.138,2458982.197,"new CTOI, Montalto (2022)"
463903016,463903016.01,1.442,2458571.571,"Cand HJ, Theia 908 (500Myr; KC19). Crowded+faint; neighbor spot signal."
464802921,464802921.01,1.663,2458436.465,"new CTOI, Montalto (2022)"
466930780,466930780.01,nan,2459798.395,Single transit. Event at 2811.92 is a background event.
467260886,467260886.01,4.591,2458709.893,"new CTOI, Montalto (2022)"
467522800,467522800.01,1.057,2458571.831,Possible HJ in IC2602; likely EB; 2x TLS period.
467602105,467602105.01,2.235,2458788.771,"new CTOI, Montalto (2022)"
467785319,467785319.01,nan,2458824.725,Found with our in-house single transit finder; transit finder output attached under 'Files'
468178519,468178519.01,2.985,2458626.064,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
468401583,468401583.01,nan,2458819.36,single transit event from the TSTPC working group
468888472,468888472.01,nan,2458442.395,Found with our in-house single transit finder
468910725,468910725.01,nan,2458456.531,Found with our in-house single transit finder
468963200,468963200.01,nan,2459207.149,Found with our in-house single transit finder
469775147,469775147.01,2.609,2458326.136,DTARPS 457 in Melton+  arXiv:2302.06724
469912324,469912324.01,3.572,2458325.263,"new CTOI, Montalto (2022)"
470109742,470109742.01,24.798,2458766.905,"new CTOI, Montalto (2022)"
470247230,470247230.01,10.564,2458949.912,"new CTOI, Montalto (2022)"
470523998,470523998.01,1.179,2458814.967,"new CTOI, Montalto (2022)"
470867827,470867827.01,8.203,2458757.637,"new CTOI, Montalto (2022)"
470968693,470968693.01,12.41,2458830.115,"new CTOI, Montalto (2022)"
470981906,470981906.01,nan,2459588.907,Found with our in-house single transit finder; Sector 47
602870459,602870459.01,3.126,2458792.949,"new CTOI likely member of NGC 457, PATHOS-78 in Nardiello et al. (2021)"
612192146,612192146.01,4.81,2458325.661,DTARPS 460 in Melton+  arXiv:2302.06724
645455722,645455722.01,2.766,2458794.69,"new CTOI likely member of King 5, PATHOS-79 in Nardiello et al. (2021)"
645713782,645713782.01,6.857,2458790.975,"new CTOI likely member of King 6, PATHOS-80 in Nardiello et al. (2021)"
649892545,649892545.01,2.921,2458440.055,DTARPS 461 in Melton+  arXiv:2302.06724
668459662,668459662.01,7.55,2458822.87,"Camera 2, CCD 3, Column 1775, Row 766, Sector 19, possible two planets considering the lightcurve"
675057531,675057531.01,3.34,2458324.067,"new CTOI, Montalto (2022)"
703490821,703490821.01,4.523,2458841.149,"new CTOI, Montalto (2022)"
705060898,705060898.01,22.979,2458799.761,"new CTOI, Montalto (2022)"
738065944,738065944.01,7.755,2458466.051,"new CTOI, Montalto et al. (2020)"
748919024,748919024.01,2.54,2458494.064,"new CTOI likely member of Ruprecht 151 , PATHOS-33 in Nardiello et al. (2020)"
802647157,802647157.01,6.708,2458680.415,"new CTOI, Montalto (2022)"
802854855,802854855.01,4.551,2458488.015,"new CTOI, Montalto (2022)"
814205011,814205011.01,nan,2459265.474,Found with our in-house single transit finder
836308178,836308178.01,2.099,2458517.218,"new CTOI, Montalto (2022)"
841384851,841384851.01,nan,2458858.817,single transit event from the TSTPC working group
853388144,853388144.01,1.645,2458572.107,Cand HJ; NGC 3114 (300Myr; CG18). Check for NEB.
859480036,859480036.01,2.596,2458558.957,"Cand HJ, NGC 2925 (100Myr; CG18; KC19). pmDEC is off. Photometric binary. Multisector."
900106078,900106078.01,1.091,2458898.956,"new CTOI, Montalto (2022)"
901674675,901674675.01,4.42,2458539.419,"new CTOI, Montalto et al. (2020)"
1030389830,1030389830.01,0.688,2458597.585,"Probable EB. Cand HJ in Johansson 1 (maybe nonexistent, but stars more coeval than nbhd)."
1036769612,1036769612.01,7.473,2458599.298,"new CTOI likely member of Trumpler 22  , PATHOS-34 in Nardiello et al. (2020)"
1551345499,1551345499.01,47.38,2458701.38,'A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection' Taaki et al. in prep 2022
1717079066,1717079066.01,1.764,2459390.753,newCTOI
1718040493,1718040493.01,15.516,2458668.468,"new CTOI, Montalto (2022)"
1718077157,1718077157.01,1.892,2458682.935,"new CTOI, Montalto (2022)"
1718087846,1718087846.01,1.835,2458681.749,"new CTOI, Montalto (2022)"
1922426635,1922426635.01,0.953,2458653.618,"new CTOI, Montalto (2022)"
1961935435,1961935435.01,2.771,2458713.398,"new CTOI likely member of NGC 7024, PATHOS-81 in Nardiello et al. (2021)"
2015243161,2015243161.01,11.503,2458746.037,"new CTOI likely member of NGC 7245, PATHOS-82 in Nardiello et al. (2021)"
2040889915,2040889915.01,6.741,2458763.849,"new CTOI, Montalto (2022)"
2050290974,2050290974.01,19.051,2458755.095,"new CTOI, Montalto (2022)"
